@id,name,place,type,@geometry,lon,lat,landuse,name:kn,operator,short_name,admin_level,boundary,is_in,website,source,alt_name,wikipedia,name:ml,old_name,addr:postcode,name:ta,name:kn:iso15919,wikidata,@relations,addr:city,official_name,name:en,note,fixme,full_name,schools_nearby,parks_nearby,metro_nearby_km,avg_rent,safety_score
node/2516173087,Ramesh Nagar,neighbourhood,,,77.6800333,12.9633466,,ರಮೇಶ ನಗರ,,,,,,,,,,,,,ரமேஷ் நகர்,,,,,,,,,,11,6,4.0,20000,5.6
node/2578488037,Vinayakanagar,neighbourhood,,,77.7541058,12.9645584,,ವಿನಾಯಕನಗರ,,,,,,,,Danamande,,,,,,,,,,,,,,,8,6,3.52,15000,9.1
node/2593549161,Gerupalya,neighbourhood,,,77.4424749,12.8846483,,ಗೇರುಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,4,3,3.5,20000,7.2
node/2593549174,Anchepalya,neighbourhood,,,77.4588601,12.8914655,,ಅಂಚೇಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,12,8,2.96,75000,7.7
node/2595129920,Bettana Palya,neighbourhood,,,77.4433764,12.9115638,,ಬೆಟ್ಟನಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,11,3,1.98,80000,9.4
node/2595139570,Bhimanakuppe,neighbourhood,,,77.4386455,12.9042968,,ಭೀಮನಕುಪ್ಪೆ,,,,,,,,,,,,,,Bhīmanakuppe,,,,,,,,,15,9,1.92,60000,5.1
node/2633822842,Kowdenahalli,neighbourhood,,,77.6792809,13.0194149,,ಕೌದೇನಹಳ್ಳಿ,,,,,,,,,,,,,கவுடேனஹல்லி,,,,,,,,,,7,3,3.72,40000,8.3
node/2651559397,Sampigehalli,neighbourhood,,,77.6182669,13.0816353,,ಸಂಪಿಗೆಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,12,5,1.87,80000,8.2
node/2850425009,Vijaya Bank Colony,neighbourhood,,,77.6592222,13.0155749,,ವಿಜಯ ಬ್ಯಾಂಕ್ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,11,4,2.48,30000,6.2
node/2890884561,Kurudu Sonnenahalli,neighbourhood,,,77.7320471,13.0138919,,ಕುರುಡು ಸೊನ್ನೇನಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,13,4,3.33,80000,8.8
node/2893323815,Ganigarahalli,neighbourhood,,,77.5109895,13.0890496,,ಗಾಣಿಗರಹಳ್ಳಿ,,,,,,,,,,,,,,Gāṇigarahaḷḷi,,,,,,,,,13,4,0.97,30000,6.3
node/2893323817,Somashettihalli,neighbourhood,,,77.520684,13.0869293,,ಸೋಮಶೆಟ್ಟಿಹಳ್ಳಿ,,,,,,,,,,,,,,Sōmaśeṭṭihaḷḷi,,,,,,,,,14,8,0.83,20000,9.4
node/2909040800,Ferns Habitat,neighbourhood,,,77.6907933,12.9786665,,ಫರ್ನ್ಸ್ ಹ್ಯಾಬಿಟಾಟ್,,,,,,,,,,,,,,,,,,,,,,,13,5,4.32,20000,4.4
node/2909527109,Somasundarapalya,neighbourhood,,,77.6524573,12.8994357,,ಸೋಮಸುಂದರಪಾಳ್ಯ,,,,,,,,,,,,,சோமசுந்தரபால்யா,,,,,,,,,,7,7,2.05,50000,8.8
node/2917077003,Brookes Haven Layout,neighbourhood,,,77.574927,12.8717255,,ಬ್ರೂಕ್ಸ್ ಹಾವೆನ್ ಲೇಔಟ್,,,,,,,,,,,,,ப்ரூக்ஸ் ஹெவன் லேஅவுட்,,,,,,,,,,15,5,2.9,15000,4.1
node/2937449063,Islampur,neighbourhood,,,77.6692313,12.9630327,,ಇಸ್ಲಾಂಪುರ,,,,,,,,,,,,,,,,,,,,,,,11,10,1.62,50000,4.5
node/2937449067,Chinnappanahalli,neighbourhood,,,77.7044101,12.9612778,,ಚಿನ್ನಪ್ಪನಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,3,8,0.9,40000,7.9
node/2937449068,Kareem Nagar,neighbourhood,,,77.6712268,12.963786,,ಕರೀಮ್ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,14,4,3.18,20000,6.6
node/2937449074,AECS Layout D Block,neighbourhood,,,77.7103962,12.9628131,,ಎಇಸಿಎಸ್ ಲೇಔಟ್ ಡಿ ಬ್ಲಾಕ್,,,,,AECS Layout,,,,,,,,,,,,,,,,,,8,6,1.56,80000,7.6
node/2937449079,AECS Layout B Block,neighbourhood,,,77.7158229,12.9651088,,ಎಇಸಿಎಸ್ ಲೇಔಟ್ ಬಿ ಬ್ಲಾಕ್,,,,,AECS Layout,,,,,,,,,,,,,,,,,,4,7,3.42,15000,5.6
node/2937449082,AECS Layout A Block,neighbourhood,,,77.711188,12.9645343,,ಎಇಸಿಎಸ್ ಲೇಔಟ್ ಎ ಬ್ಲಾಕ್,,,,,AECS Layout,,,,,,,,,,,,,,,,,,15,3,1.02,75000,5.6
node/2937449083,Nellurupuram,neighbourhood,,,77.6649676,12.9670219,,ನೆಲ್ಲೂರುಪುರಂ,,,,,,,,,,,,,,,,,,,,,,,4,7,4.2,60000,7.4
node/2941487973,MICO Layout,neighbourhood,,,77.6028358,12.9128289,,ಮಿಕೊ ಬಡಾವಣೆ,,,,,BTM Layout,,,,,,,,,,,,,,,,,,6,7,3.47,75000,7.2
node/2941487974,Mahadeshwara Nagara,neighbourhood,,,77.6123722,12.9076689,,ಮಹಾದೇಶ್ವರ ನಗರ,,,,,BTM Layout,,,,,,,,,,,,,,,,,,7,10,2.84,40000,5.2
node/2941488876,DK Naik Nagar,neighbourhood,,,77.5884756,12.9180954,,ಡಿಕೆ ನಾಯ್ಕ್ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,5,10,3.16,40000,5.7
node/2941546952,Yediyuru,neighbourhood,,,77.5750504,12.9325983,,ಯಡಿಯೂರು,,,,,,,,,,,,,,,,,,,,,,,4,2,4.19,80000,6.3
node/2978709369,Kommaghatta,neighbourhood,,,77.4643962,12.9299613,,ಕೊಮ್ಮಘಟ್ಟ,,,,,,,,,,,,,,Kommaghaṭṭa,,,,,,,,,11,9,1.18,40000,4.9
node/2978709370,Ramasandra,neighbourhood,,,77.4673094,12.9448546,,ರಾಮಸಂದ್ರ,,,,,,,State records and AMS maps,,,,,,,Rāmasandra,,,,,,,,,9,8,3.72,40000,8.7
node/2989201781,Sampige Nagara,neighbourhood,,,77.697364,12.8347106,,ಸಂಪಿಗೆ ನಗರ,,,,,,,,,,സമ്പിഗെ നഗര,,,சம்பிகே நகரா,,,,,,,,,,8,4,4.65,30000,6.0
node/3079691483,Banjarapalya,neighbourhood,,,77.4854176,12.8296192,,ಬಂಜಾರಪಾಳ್ಯ,,,,,,,,,,,,,,,,,Bangalore,,,,,,15,5,4.16,75000,8.8
node/3079691485,Hosapalya,neighbourhood,,,77.482913,12.8419732,,ಹೊಸಪಾಳ್ಯ,,,,,,,,Gangasandra,,,,,,,,,Bangalore,,,,,,3,5,1.92,40000,8.7
node/3198681423,Domlur BDA Layout,neighbourhood,,,77.6349677,12.9644251,,ದೊಮ್ಮಲೂರು ಬಿಡಿಎ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,5,9,0.59,50000,6.2
node/3220081437,Sanjay Nagar,neighbourhood,,,77.6958748,12.9578658,,ಸಂಜಯ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,3,9,1.28,40000,4.8
node/3221362711,Jakkasandra,neighbourhood,,,77.637603,12.9243496,,ಜಕ್ಕಸಂದ್ರ,,,,,,,,,,ജാക്കസാന്ത്ര,,,ஜக்கசந்த்ரா,,,,,,,,,,15,4,3.38,75000,8.4
node/3221362712,Teacher's Colony,neighbourhood,,,77.6341185,12.9188265,,ಟೇಚರ್ಸ್ ಕಾಲೋನಿ,,,,,,,,Teachers Colony,,,,,,,,,,,,,,,15,4,2.84,20000,5.3
node/3222889690,P R Layout,neighbourhood,,,77.7033003,12.9530508,,ಪಿ ಆರ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,6,2,1.88,75000,4.3
node/3223411557,Nagadevanahalli,neighbourhood,,,77.4954936,12.9395391,,ನಾಗದೇವನಹಳ್ಳಿ,,,,,,,,,,,,,,Nāgadēvanahaḷḷi,,,,,,,,,10,2,3.12,30000,9.2
node/3292215334,Doddabidarakallu,neighbourhood,,,77.4939999,13.0352169,,ದೊಡ್ಡಬಿದರಕಲ್ಲು,,,,,,,,,,ദൊഡ്ഡബിദരകല്ലു,,,,Doḍḍabidarakallu,,,,,,,,,6,6,1.08,20000,6.9
node/3298072118,Kaveri Nagara,neighbourhood,,,77.6553966,12.9574268,,ಕಾವೇರಿ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,3,9,2.76,15000,5.4
node/3298072119,Thimmah Reddy Colony,neighbourhood,,,77.6548187,12.9584666,,ತಿಮ್ಮಯ್ಯ ರೆಡ್ಡಿ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,12,10,0.65,75000,6.9
node/3298345986,BDA Layout,neighbourhood,,,77.6585404,12.9619868,,ಬಿಡಿಎ ಬಡಾವಣೆ,,,,,,,,Nanja Reddy Colony,,ബി ടി എ ലേഔട്ട്,,,,,,,,,,,,,11,9,0.34,80000,9.1
node/3298366363,BEML Township,neighbourhood,,,77.6684717,12.9721937,,ಬೆಮಲ್ ಟೌನಷಿಪ್,,,,,,,,,,,,,,,,,,,,,,,3,5,3.32,75000,6.7
node/3298366364,Bhoomi Reddy Colony,neighbourhood,,,77.6521258,12.9752334,,ಭೂಮಿ ರೆಡ್ಡಿ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,14,6,4.21,40000,8.3
node/3298378274,HAL 3rd Stage,neighbourhood,,,77.6497819,12.9715338,,ಎಚ್ಎಎಲ್ ೩ನೇ ಹಂತ,,,,,,,,,,,,,,,,,,,,,,,8,6,0.78,30000,8.7
node/3298494103,Sudgunte Palya,neighbourhood,,,77.6566216,12.9832023,,ಸುದಗುಂಟೆ ಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,14,4,2.47,80000,4.9
node/3298916255,KR Garden,neighbourhood,,,77.6565969,12.9549208,,ಕೆಆರ್ ಗಾರ್ಡನ್,,,,,,,,,,,,,,,,,,,,,,,3,8,1.16,80000,4.9
node/3298916259,Sri Ram Nagari,neighbourhood,,,77.6571392,12.9581991,,ಶ್ರೀರಾಮ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,3,1,4.25,20000,4.3
node/3299018377,NR Layout,neighbourhood,,,77.6511086,12.9559345,,ಎನ್ ಆರ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,10,5,1.64,60000,4.6
node/3299018378,SR Layout,neighbourhood,,,77.6506725,12.954706,,ಎಸ್ ಆರ್ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,10,4,1.12,60000,6.8
node/3300149441,Mangamannapalya,neighbourhood,,,77.6323745,12.905811,,ಮಂಗಮ್ಮನಪಾಳ್ಯ,,,,,,,,,,,,,மங்கமன்னாபால்யா,,,,,,,,,,10,4,3.2,40000,8.1
node/3304315699,Varthur Kodi,neighbourhood,,,77.7456311,12.9563879,,ವರ್ತೂರು ಕೋಡಿ,,,,,,,,,,,,,,,,,,,,,,,4,3,2.17,50000,6.7
node/3304756734,Maruthi Nagara,neighbourhood,,,77.6138927,12.9224501,,ಮಾರುತಿ ನಗರ,,,,,,,,,,മാരുതിനഗര,,,,,,,,,,,,,7,8,1.06,50000,7.6
node/3305256982,Air View Colony,neighbourhood,,,77.6612636,12.9547408,,ಏರ್ ವೀವ್ ಕಾಲೋನಿ,,,,,,,,,,എയർ വ്യൂ കോളനി,,,,,,,,,,,,,6,6,3.46,40000,4.5
node/3305446531,Vaikuntam Layout,neighbourhood,,,77.713218,12.9595347,,ವೈಕುಂಟಂ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,4,5,3.67,40000,8.0
node/3307159546,Annaniappa Layout,neighbourhood,,,77.660725,12.9566767,,ಅಣ್ಣನಿಯಪ್ಪ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,7,4,4.4,60000,6.0
node/3307159547,Vinayaka Nagar A Block,neighbourhood,,,77.6591919,12.9569693,,ವಿನಾಯಕನಗರ 'ಎ' ಬ್ಲಾಕ್,,,,,,,,,,,,,,,,,,,,,,,11,9,1.14,60000,5.5
node/3307191849,Muniyappa Layout,neighbourhood,,,77.6532017,12.9530641,,ಮುನಿಯಪ್ಪ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,12,2,1.42,50000,8.6
node/3311193161,Jogupalya,neighbourhood,,,77.628026,12.9746882,,ಜೋಗುಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,8,2,3.54,80000,8.7
node/3311194760,Saraswathipuram,neighbourhood,,,77.6316363,12.9748063,,ಸರಸ್ವತಿಪುರಂ,,,,,,,,,,,,,,,,,,,,,,,10,3,1.34,30000,4.3
node/3311194761,Gowthamapura,neighbourhood,,,77.6253437,12.9689797,,ಗೌತಮಪುರಂ,,,,,,,,Jogupalya,,ഗൗതംപുര,,,,,,,,,,,,,6,9,3.63,60000,6.3
node/3323252233,A Narayanapura,neighbourhood,,,77.6753587,12.9930799,,ಎ ನಾರಾಯಣಪುರ,,,,,,,,,,,,,,,,,,,,,,,8,5,0.77,80000,6.7
node/3384271515,Appareddipalaya,neighbourhood,,,77.637243,12.9741879,,ಅಪ್ಪರೆಡ್ಡಿಪಾಳ್ಯ,,,,,Indira Nagar,,,,,,,,,,,,,,,,,,7,2,1.17,50000,9.3
node/3384271516,Kadiranpalaya,neighbourhood,,,77.635328,12.9867555,,ಕದಿರನ್ಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,7,6,1.81,50000,4.3
node/3384271517,LIC Colony,neighbourhood,,,77.6542086,12.9690711,,ಎಲ್ಐಸಿ ಕಾಲೋನಿ,,,,,Jeevan Bhima Nagar,,,,,,,,,,,,,,,,,,11,6,4.5,30000,8.7
node/3384271518,Old Thippasandra,neighbourhood,,,77.6464991,12.9720823,,ಹಳೆ ತಿಪ್ಪಸಂದ್ರ,,,,,Indira Nagar,,,,,,,,,,,,,,,,,,3,6,0.42,75000,4.2
node/3384284801,BM Kaval,neighbourhood,,,77.6483709,12.9816939,,ಬಿಎಂ ಕಾವಲ್,,,,,Indira Nagar,,,,,,,,,,,,,,,,,,14,9,3.61,80000,7.6
node/3384284802,Michaelpalya,neighbourhood,,,77.6465951,12.981094,,ಮೈಕಲ್ ಪಾಳ್ಯ,,,,,Indira Nagar,,,,,,,,,,,,,,,,,,3,6,0.56,15000,6.7
node/3406880172,Eramma Layout,neighbourhood,,,77.6027552,12.9456451,,ಈರಮ್ಮಾ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,5,4,4.08,30000,7.6
node/3414616703,Seven Hills Layout,neighbourhood,,,77.5521201,12.9140392,,ಸಪ್ತಗಿರಿ ಲೇಔಟ್,,,,,,,,,,,Sapthagiri Layout,,,,,,,,,,,,10,4,4.19,20000,4.5
node/3415500221,Sadgunte Palya,neighbourhood,,,77.6096252,12.9315457,,ಸದಗುಂಟೆ ಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,9,10,0.59,40000,7.6
node/3416332352,MEI Colony,neighbourhood,,,77.5202254,13.0194736,,ಎಂಇಐ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,13,9,4.02,60000,8.4
node/3417085495,Rajotsava Nagar,neighbourhood,,,77.5653751,12.9043655,,ರಾಜೊತ್ಸವ ನಗರ,,,,,,,,,,,,,ராஜோட்சவா‌ நகர்,,,,,,,,,,5,9,3.4,15000,8.7
node/3417090911,Kalyani Nagara,neighbourhood,,,77.5537191,12.8962755,,ಕಲ್ಯಾಣಿ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,8,4,4.96,40000,8.5
node/3417139770,Lake City,neighbourhood,,,77.6173368,12.8997376,,ಲೇಕ್ ಸಿಟಿ,,,,,,,,,,,,,,,,,,,,,,,14,5,2.41,60000,9.3
node/3422921187,Vyalikaval,neighbourhood,,,77.5751704,13.0042636,,ವ್ಯಾಲಿಕಾವಲ್,,,,,,,,,en:Vyalikaval,,,,,,Q7943870,,,,,,,,7,1,4.12,60000,8.3
node/3422943096,Chakravarty Layout,neighbourhood,,,77.5857284,12.9968123,,ಚಕ್ರವರ್ತಿ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,6,4,4.9,50000,9.3
node/3440756328,Vittal Nagar,neighbourhood,,,77.5550809,12.9012176,,ವಿಠ್ಠಲ ನಗರ,,,,,,,,,,,,,விட்டால் நகர்,,,,,,,,,,10,6,0.84,75000,4.7
node/3451666071,Putanna Garden,neighbourhood,,,77.6633556,12.9922512,,ಪುಟ್ಟಣ್ಣ ಗಾರ್ಡನ್,,,,,,,,,,,,,,,,,,,,,,,15,10,2.71,50000,7.3
node/3474697231,Puttappa Layout,neighbourhood,,,77.6527383,12.9709603,,ಪುಟ್ಟಪ್ಪ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,8,7,4.1,60000,4.6
node/3481707802,Palm Grove,neighbourhood,,,77.6379716,13.0295035,,ಪಾಂ ಗ್ರೋ,,,,,,,,,,,,,,,,,,,,,,,3,7,1.49,40000,6.5
node/3496616935,Ashokanagara,neighbourhood,,,77.5641719,12.9359484,,ಅಶೋಕನಗರ,,,,,,,,,,,,,அசோக்கநகரா,,,,,,,,,,15,1,3.97,30000,6.4
node/3497378217,Amarjyothi Layout,neighbourhood,,,77.6427434,12.9566279,,ಅಮರಜ್ಯೋತಿ ಲೇಔಟ್,,,,,,,,,,അമർജ്യോതി ലേഔട്ട്,,,,,,,,,,,,,13,7,1.94,75000,4.9
node/3532995084,MV Garden,neighbourhood,,,77.6228944,12.9792343,,ಎಮ್ ವಿ ಗಾರ್ಡನ್,,,,,,,,,,,,,,,,,,,,,,,12,5,4.54,75000,9.0
node/3643239014,Gupta Layout,neighbourhood,,,77.6247821,12.9796895,,ಗುಪ್ತ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,4,7,4.01,20000,7.8
node/3648204414,Old Binnamangala,neighbourhood,,,77.6415509,12.9795785,,ಹಳೆ ಬಿನ್ನಮಂಗಲ,,,,,,,,,,,,,,,,,,,,,,,7,10,2.01,75000,4.2
node/3677885587,Commercial Street Market,neighbourhood,,,77.6086395,12.9825003,,ಕಮರ್ಷಿಯಲ್ ಸ್ಟ್ರೀಟ್ ಮಾರ್ಕೆಟ್,,,,,,,,,,,,,,,,,,,,,,,6,3,4.44,15000,5.0
node/3713012264,Narayanappa Gardens,neighbourhood,,,77.7506234,12.9657494,,ನಾರಾಯಣಪ್ಪ ಗಾರ್ಡನ್ಸ್,,,,,,,,,,,,,,,,,,,,,,,7,8,1.35,80000,6.4
node/3740872036,Green Glen Layout,neighbourhood,,,77.6701877,12.9269039,,ಗ್ರೀನ್ ಗ್ಲೆನ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,13,10,4.89,15000,4.8
node/3741070642,Tasker Town,neighbourhood,,,77.605818,12.9801622,,ಟಾಸ್ಕರ್ ಟೌನ್,,,,,,,,,,,,,,,,,,Swami Shivanandapuram,,,,,13,3,1.12,50000,7.3
node/3750759553,Anandapuram,neighbourhood,,,77.659472,12.9645936,,ಆನಂದಪುರಂ,,,,,,,,,,അനന്തപുരം,,,,,,,,,,,,,15,2,1.08,80000,5.2
node/3771990411,Belure Ambedkar Nagar,neighbourhood,,,77.6609288,12.9460886,,ಬೆಲುರೆ ಅಂಬೇಡ್ಕರ್ ನಗರ್,,,,,,,,,,,,,,,,,,,,,,,8,5,1.76,75000,4.9
node/3771990412,Kaverappa Layout,neighbourhood,,,77.7008465,12.9367661,,ಕಾವೇರಪ್ಪ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,10,10,5.0,40000,7.4
node/3772206672,Belur Nagasandra,neighbourhood,,,77.6556269,12.943102,,ಬೇಲೂರು ನಾಗಸಂದ್ರ,,,,,,,,,,ബേലൂർ നാഗസാന്ത്ര,,,,,,,,,,,,,6,2,3.99,75000,5.2
node/3772206673,Challaghatta,neighbourhood,,,77.651534,12.9451006,,ಚಲ್ಲಘಟ್ಟ,,,,,,,,,,ചള്ളഘട്ട,,,சல்லகட்டா,,,,,,,,,,3,2,2.09,40000,4.5
node/3772206674,Kariyammana Agrahara,neighbourhood,,,77.6873031,12.9371495,,ಕರಿಯಮ್ಮ ಅಗ್ರಹರ,,,,,,,,,,,,,,,,,,,,,,,5,1,1.59,20000,5.1
node/3887129211,ITC Colony,neighbourhood,,,77.6301239,12.9981729,,ಐ.ಟಿ.ಸಿ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,12,3,2.47,75000,4.9
node/3897575412,MSO Colony,neighbourhood,,,77.628189,12.9995526,,ಎಂಎಸ್ಒ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,3,9,2.89,30000,4.2
node/3930393428,Kirloskar Layout,neighbourhood,,,77.5009307,13.0669639,,ಕಿರ್ಲೋಸ್ಕರ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,7,1,3.21,60000,9.1
node/3983485478,Nagegowdanapalya,neighbourhood,,,77.5142974,12.8683303,,ನಾಗೇಗೌಡನಪಾಳ್ಯ,,,,,,,,,,,,,நாகே கவுடானாபால்யா,,,,,,,,,,11,10,0.76,80000,6.3
node/3983628502,Gattigerepalya,neighbourhood,,,77.5019592,12.8819899,,ಗಟ್ಟಿಗೆರೆಪಾಳ್ಯ,,,,,,,,,,,,,கட்டிகேரேபால்யா,,,,,,,,,,8,6,3.88,15000,8.8
node/3983628624,Chikkegowdanpalya,neighbourhood,,,77.5144615,12.8801983,,ಚಿಕ್ಕೆಗೌಡನಪಾಳ್ಯ,,,,,,,,,,,,,சிக்கேகவுடன்பால்யா,,,,,,,,,,14,2,4.18,20000,8.9
node/4044099875,Gajendra Nagara,neighbourhood,,,77.6085468,12.9508013,,ಗಜೇಂದ್ರ ನಗರ,,,,,,,,Gajendra Nagar,,,,,,,,,,,,,,,3,9,4.61,20000,5.5
node/4076612346,MES Colony,neighbourhood,,,77.6621295,12.9576935,,ಎಂಇಎಸ್ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,11,3,4.2,40000,6.5
node/4118295030,Gandhi Nagar,neighbourhood,,,77.7069486,12.9541555,,ಗಾಂಧಿನಗರ,,,,,,,,,,,,,,,,,,,,,,,8,7,2.02,80000,4.8
node/4162555217,Babasaheb Colony,neighbourhood,,,77.6433621,12.9659245,,ಬಾಬಾಸಾಹೇಬ್ ಕಾಲೋನಿ,,,,,,,,,,ബാബസാഹെബ് കോളനി,,,,,,,,,,,,,5,5,1.86,30000,4.0
node/4203653089,Gitanjali Layout,neighbourhood,,,77.6537885,12.9758758,,ಗೀತಾಂಜಲಿ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,10,9,2.2,40000,7.1
node/4209390935,Ganigarpet,neighbourhood,,,77.5833158,12.9667841,,ಗಾಣಿಗರ್‌ಪೇಟ್,,,,,,,,,,ഗാണിഗർപേട്ട്,,,,,,,,,,,,,13,10,4.18,15000,5.1
node/4209420893,Mamulpete,neighbourhood,,,77.5778022,12.9687279,,ಮಾಮುಲ್‌ಪೇಟೆ,,,,,,,,,,,,,,,,,,,,,,,14,6,2.21,30000,9.4
node/4233041620,Krishna Nagar,neighbourhood,,,77.5845488,12.8775024,,ಕೃಷ್ಣ ನಗರ,,,,,,,,,,,,,கிருஷ்ணா நகர்,,,,,,,,,,3,9,1.73,20000,7.8
node/4267702329,Maistripalaya,neighbourhood,,,77.6249486,12.9330208,,ಮೈಸ್ತ್ರೀ ಪಾಳ್ಯ,,,,,,,,,,,,,,,,,,,,,,,11,8,2.81,20000,8.9
node/4284782849,Jothinagar,neighbourhood,,,77.6671318,12.9661271,,ಜ್ಯೋತಿನಗರ,,,,,Bangalore,,,,,,,,,,,,,,,,,,14,7,0.8,20000,8.8
node/4292814903,Archakara Badavane,neighbourhood,,,77.4528406,12.9186382,,ಅರ್ಚಕರ ಬಡಾವಣೆ,,,,,,,,,,,,,,,,,,,,,,,5,6,4.75,15000,8.5
node/4304331149,"AECS Layout, A block",neighbourhood,,,77.6494922,12.8843419,,"ಎಇಸಿಎಸ್ ಲೇಔಟ್, ಎ ಬ್ಲಾಕ್",,,,,,,,,,,,,,,,,,,,,,,7,7,3.54,15000,8.2
node/4353477843,Abshot Layout,neighbourhood,,,77.5866428,12.9930728,,ಅಬ್‌ಶಾಟ್ ಲೇಔಟ್,,,,,,,,,,,,,,,,,,,,,,,8,2,1.15,75000,8.1
node/4397421776,Gurappana Palya,neighbourhood,,,77.6033328,12.9207575,,ಗುರಪ್ಪನ ಪಾಳ್ಯ,,,,,,,,,,,,,குரப்பன பால்யா,,,,,,,,,,11,9,1.0,75000,9.1
node/4401556759,Byadarahalli,neighbourhood,,,77.4809397,12.983302,,ಬ್ಯಾಡರಹಳ್ಳಿ,,,,,,,,,,,,,,Byāḍarahaḷḷi,,,,,,,,,5,7,4.48,50000,6.0
node/4401556770,Kannalli,neighbourhood,,,77.4587909,12.9665618,,ಕನ್ನಲ್ಲಿ,,,,,,,,,,,,,,Kannalli,,,,,,,,,6,8,1.47,50000,6.6
node/4401556771,Kenchanapura,neighbourhood,,,77.4500482,12.9580986,,ಕೆಂಚನಪುರ,,,,,,,,,,,,,,Keñcanapura,,,,,,,,,7,2,4.31,30000,6.4
node/4401556772,Kodigehalli,neighbourhood,,,77.4645643,12.9766569,,ಕೊಡಿಗೇಹಳ್ಳಿ,,,,,,,,,,,,,,Koḍigēhaḷḷi,,,,,,,,,3,1,3.32,15000,4.3
node/4401556816,,neighbourhood,,,77.4489466,12.9737166,,ಶೀಗೇಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,5,7,0.38,40000,4.9
node/4407193214,Adakamaranahalli,neighbourhood,,,77.4425319,13.0657041,,ಅಡಕಿಮಾರನಹಳ್ಳಿ,,,,,,,,,,,,,,,,,,,,,,,4,7,3.82,30000,6.9
node/4436681200,,neighbourhood,,,77.5831295,12.8454948,,ವೀವರ್ಸ್ ಕಾಲೊನಿ,,,,,,,,,,,,,,,,,,,Weavers Colony,,,,14,1,1.07,50000,6.9
node/4506781903,Hutting Colony,neighbourhood,,,77.6431419,12.9814904,,ಹಟ್ಟಿಂಗ್ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,5,7,4.25,80000,5.3
node/4532594194,Akshaya Nagar,neighbourhood,,,77.6831272,13.0195427,,ಅಕ್ಷಯ ನಗರ,,,,,,,,,,,,,,,,,,,,,,,14,2,3.47,40000,5.3
node/4533367168,Someshwarapura,neighbourhood,,,77.6314169,12.9693316,,ಸೋಮೇಶ್ವರಪುರ,,,,,,,,,,,,,,,,,,,,,,,7,6,3.55,50000,7.4
node/4537092134,Railway Colony,neighbourhood,,,77.5664394,12.9778889,,ರೈಲ್ವೆ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,13,3,0.49,60000,4.3
node/4558992323,Corporation Colony,neighbourhood,,,77.6468359,12.958343,,ಕಾರ್ಪೊರೇಷನ್ ಕಾಲೋನಿ,,,,,,,,,,,,,,,,,,,,,,,9,4,1.37,60000,4.4
node/4564854862,Sivanchetti Gardens,neighbourhood,,,77.6131984,12.9845768,,ಶಿವನಚೆಟ್ಟಿ ಗಾರ್ಡನ್ಸ್,,,,,,,,,,,,,,,,,,,,,,,8,5,0.61,75000,5.1
